Shipping_Weight,Weight_Classification,ID_Product,ID_Shape,ID_Weight
1.008,Kecil,0d009643171aee696f4733340bc2fdd0,75,54
0.6586666666666666,Kecil,be1be330cf34043d1c40d6114cbd11b5,76,55
38.808,Besar,07f01b6fcacc1b187a71e5074199db2d,77,56
2.445666666666667,Kecil,75b4372e69a42f8ae1d908c076f547b2,78,57
2.7,Kecil,3569d4374a919941a50f57371b1dc93d,79,58
2.7,Kecil,a3c95dc653d9a279b160bc0179385ed1,80,59
3.85,Kecil,0992c6cba95a13bfa68ea7d5e22d478b,81,60
0.6261666666666666,Kecil,b1eae565a61935e0011ee7682fef9dc9,82,61
16.2,Besar,2734390ee304b0f4817b3c233094fc16,83,62
1.539,Kecil,32ee3f4e2493045726807808d7abbab6,84,44
6.45,Kecil,c2367eda4f9623d0355dc5d7796d857a,85,63
3.675,Kecil,7f34b85142d1ef9e077a0da9ada27385,86,64
0.6,Kecil,c478b1bbf9ec8c5691f37ccb83187386,87,21
1.0,Kecil,f9ecf420c38b90a8af8e7f70fd789264,88,10
3.6,Kecil,3a6a0247ced9dcb444b46caafdcdd368,74,20
2.64,Kecil,adf591c625cb265c12bc6749d3a2f757,89,65
0.4,Kecil,3e0f398b664b26e3224c79dbf435191f,90,9
0.198,Kecil,64c8f1a52b407d92518a1f8b79240a70,91,43
1.413333333333333,Kecil,af16005fca813272caf59c432153949e,92,14
5.25,Kecil,e6a1ff3552ba3305c1cf0a4dde50347f,93,66
0.6066666666666667,Kecil,d8a405c732027a2af3187b031890933d,94,6
0.374,Kecil,ce94e3c41145e28428cdae952a1fd7f2,95,67
1.3,Kecil,3f0f8de616df6efb39a48f3c64eea974,96,36
0.2916666666666667,Kecil,6ddc95e87149457c4c5177b0a474a9ba,97,65
0.367,Kecil,a2e2851eae0aebb8ee4df32348b42e2b,90,68
0.25,Kecil,723f62c36c298037716bf60c0ad0df3a,15,13
17.1875,Sedang,b2b3503e675abbc07e278151da072ed2,98,69
2.625,Kecil,c18c01e09509a509e2b88d3ed40c580e,99,24
0.15,Kecil,e7cad5e8ed9b92e788262ad710c33bd0,61,65
0.99,Kecil,c33d78b97260227119fb2b71be168fca,100,23
2.773333333333333,Kecil,e8fd6f481db77b847e7ab93fa1510e7e,101,58
1.349333333333333,Kecil,67bea89008edcb996cfe4e3d062b62a8,102,51
6.05,Sedang,e8e86cbab028363545a5bf0ca5e226ee,103,70
0.176,Kecil,c12b64bf0861a27e0f06c36ef82f457d,104,65
1.05,Kecil,6f0169f259bb0ff432bfff7d829b9946,105,45
1.35,Kecil,b6f3b8136ba8302906df7e11ff908751,106,71
0.684,Kecil,2be2be0a6a5916840503fdf50808ebcb,107,10
1.62,Kecil,8efa775719397f78f79c8e5c7b0afbd4,108,2
1.892,Kecil,9e87e3ee09baee5f5c0513ff37bc60ab,109,72
3.4125,Kecil,a0abcee0132a5aed003d98e459b37698,110,58
0.2,Kecil,7f6308ba4057a6a740af7b4dcfb79c13,111,6
1.418666666666667,Kecil,1eb4a9aee05c9cad041e09add2a26d68,112,14
0.585,Kecil,8da90b37f0fb171b4877c124f965b1f6,113,73
7.095,Kecil,712a72a78ffb66cb6eee87eebbf54519,114,9
0.45,Kecil,c5fb7fbe39f4e09e048ffbc5b28db49a,62,41
4.352,Kecil,f17b05cc8a7651896df8c30884200e9a,115,42
0.3,Kecil,55ec10b39713ee81ee2c5bcb558cf866,15,21
0.8493333333333334,Kecil,c190c4fe582c5b7ffff586506de83f01,116,13
2.25,Kecil,f908df99196805b5bc4ada9ef510b11b,64,74
0.5,Kecil,ac5bae85a895724330c4acddd581b02b,117,16
12.25,Sedang,cbaff83e2c00a2b731d27276bbf52082,118,75
2.091,Kecil,ad67f74682943e3857eebf3ca2538d1a,119,19
0.9,Kecil,1e12f1836c1f08b25ef78fcdf76fbf08,120,8
0.2,Kecil,acd427ee119d5c71c7a85ae488cb0a6a,15,6
26.13333333333333,Besar,60cf4effb6947283fa638d570bd07318,121,76
0.3675,Kecil,51fed4afb1b41d00ad9d25a73b7fbbc7,122,13
0.8,Kecil,bb09cce52b336261572a5a7e25a33795,123,77
2.184,Kecil,65a6462e42e05ab3b8dc613566736825,124,11
5.333333333333333,Kecil,f2396540fbfac27b5117f0dbd6744b50,125,20
0.1,Kecil,70d1bd3a042448105a71d0b41ecbc96b,126,43
0.768,Kecil,0075c14603d80515e20908c156ceb47b,127,65
3.775,Kecil,5a42f73d92034010a4e00360fb0df099,128,78
1.666666666666667,Kecil,bcd58b852a3b0152b6b384c4e4474ba2,129,44
0.9,Kecil,2bfb0bdbcea77da2879f0ef3be9a219e,130,8
0.8,Kecil,87fb220044e9aca16fbec51c6c997aa0,131,13
0.504,Kecil,484bf1dff778a416389aafd0dee1cb11,132,53
2.592,Kecil,3cef8174403f4fdedbf24fa67fa9f132,133,19
5.05,Kecil,003938452c98ff9ab28e9e7b4bfe97ab,134,79
27.1,Besar,8d6cb00151d423c52855385c89f0bae8,135,80
3.293333333333333,Kecil,5877301b00f95e3c6118738b293dfab3,136,81
0.5,Kecil,e0bbe6292471ff5ab3752414baf78111,69,16
0.4266666666666667,Kecil,dd768d259ee6054e0dadd66c8e2be0b6,11,53
0.544,Kecil,fc2edee55f4118969f4dc49f7a717605,137,16
1.333333333333333,Kecil,b521fddf2c8a7e7d1791bfb3c1b2f278,74,2
1.056,Kecil,db7e6804f1a8206a7e51c9a741a09d9e,138,21
0.25,Kecil,50556c630443502c11acde1c320fe278,139,13
10.7,Sedang,88d2c501ec765f5d7e8038fa6aab0e62,140,82
2.464,Kecil,722fb67c17907e21734449c091420bf5,141,15
7.7,Sedang,43b6d9e46e1e6b8ac743a1c31e462937,142,83
7.0,Sedang,1ffe365aa7583189e63f2fa4f060b269,143,84
0.3966666666666667,Kecil,3014e35fd70fce29095ced5cdc89f4ce,144,85
15.7,Besar,e869d449cc32881790ef9af9b4c670f8,145,86
0.35,Kecil,a1b3a75aaaee5c9a683f2266c088f720,69,53
0.3466666666666667,Kecil,7fdbc1ecf5fdf5c98d9b14e110133eb3,146,87
0.3226666666666667,Kecil,15b3d40f375c0645c1eed4ed1cd8e17a,69,65
18.2,Sedang,1cf39a397efa955b102a52ee7ec5531c,147,88
0.945,Kecil,f9471562478eba8761bc985b968a0092,148,37
1.05,Kecil,e96bac5656eaec25f3d76757fa16d9d3,105,45
0.264,Kecil,16b06ede456b922e56fbb4b3818aa875,149,6
0.44,Kecil,c7147724cd430269c6296fc758c0a086,117,21
0.4485,Kecil,dbb399a8be7395d5b136d49fcdce13df,150,6
2.083333333333333,Kecil,ed46d1fbd7bf78ce79910c09fb892abb,151,14
0.392,Kecil,d458378a178cd7cae60052319cebf235,152,6
1.073333333333333,Kecil,596363933adf57df745ecbc8afeec226,153,89
0.35,Kecil,4473f3e5c65952b074ef987fa5c24662,154,53
1.0,Kecil,8c9faf6aabee9b2a30b83f92d786f6de,155,2
1.274,Kecil,8e71b24c3e25a92fef6176120a67fac7,156,90
1.333333333333333,Kecil,828fe032935d7c1901682e5b6cc076c2,74,10
11.65,Sedang,19502a282608c5627fb32e22724727fc,157,91
0.4,Kecil,df473738565b52f77b4e22b328b41576,15,9
3.05,Kecil,657491063e8a63247a108a4d9cedf020,158,92
0.1,Kecil,a388f2043ca885de714453e4fac616e2,126,43
16.5,Sedang,4c6018f41a6c2e5543cc034e94f5ce5b,159,93
1.904,Kecil,a85543a371d5cfafedb80a8177a692b5,160,94
0.48,Kecil,6b017e0d95d8765a6f2bed3bc272c61e,161,13
3.92,Kecil,6d14f72afff32795290f2df6507f063c,162,64
1.716,Kecil,75b433ca888fe027b18dfac89a284667,163,71
1.133333333333333,Kecil,9aa70106d14b83c7ad033592870b2b30,164,95
1.333333333333333,Kecil,42fe4aefc7e8a45dd96a59af81dd3fef,74,36
4.788,Kecil,a04cf12934a318be6550b1aeab938bf2,165,96
8.15,Sedang,224703229a7c966a5b191651e1561be2,74,97
2.2,Kecil,43724b27731595d954e911f443fb1cc4,15,98
1.666666666666667,Kecil,b29ca3d3127057c43ef4b364bbe360ea,166,99
0.2,Kecil,5e21d5cab5d33e770d8150a4ee6117db,15,6
0.8533333333333334,Kecil,55610b8b7d48294e69fc23f513dfbe98,105,9
1.334,Kecil,68bfdbfe84f03af17733b10362f10020,167,10
1.2,Kecil,a5bc1334f1762ce0a844f3f694dc08e1,11,51
22.4175,Besar,701ff123e9085dcc9c2f833efded6374,168,100
3.6,Kecil,73b499a2f5002c0a2158a478cc5a096c,169,19
0.5,Kecil,42f14eda412436b96cde4f4025ed5f25,15,16
0.722,Kecil,47969dd948e918289f809be899ddfb4c,170,101
4.341333333333333,Kecil,446295cf6f689d4db477145815362608,171,44
1.429166666666667,Kecil,280c05c66173c2b377f3e449e33abc6d,172,9
1.5,Kecil,4a96de21ccfb22ebe1c56992acbbd7fc,173,36
1.25,Kecil,c45a1de8cdb00af9ba1f3c097561b77a,174,2
1.3,Kecil,1b37262ebd1307a6c9aab9aca8584e76,175,36
4.332,Kecil,04869307f7e7dc5b07f1d83406ade1e5,176,102
9.375,Sedang,8bb6ace4cf2411747ea1cfecad5a458d,177,28
0.7291666666666666,Kecil,21db47f6493b06e8e7fc562ec9890e77,178,21
0.25,Kecil,f4d705aa95ccca448e5b0deb6e5290ba,179,13
0.4,Kecil,bbaef2eadf31fe3ea6702077398be06c,180,9
0.8,Kecil,3fc3d637781e5d185455013606a6e2cd,181,13
2.020333333333333,Kecil,21d325f98c6505a72b1bcf363f3d3f88,182,103
1.6,Kecil,f6691c7e7a0c12d28003c97608dfe605,183,47
2.89,Kecil,c615805546392ec3b8a20c6590c4d400,184,42
42.174,Besar,6e9c52b407fea24064f7ab2b144fbf8c,185,104
0.7253333333333334,Kecil,e07f6e9343cad06f34d0a7a09eeac4d7,186,105
0.374,Kecil,80fc21f90a43fdcfc623f11f5457db10,95,61
6.0,Kecil,9cafef108028ea326352e901a8b729a7,187,59
0.352,Kecil,dd783a33bc94bef9c728611320d559e7,188,65
10.55,Sedang,ec019a7e1feb42072e2a07b6317c7edb,189,106
9.333333333333334,Sedang,20424e1f503b9ceeeee60b717b11ec36,190,107
2.325,Kecil,795ed173180b101b114960e572d2181f,191,52
1.450666666666667,Kecil,40a75445dcf4958b8c9b3dac6898094b,192,9
1.0,Kecil,fff0a542c3c62682f23305214eaeaa24,193,21
6.25,Sedang,21419fbb5e6e21591c1dc83cb75aec07,68,108
0.4051666666666667,Kecil,d801448d8cf48fd15a66dc8779d47241,194,61
1.95,Kecil,d1fbb5683c8e93f314d0f2bf40d07761,195,81
0.896,Kecil,4e7f36f28c51e114a343625b628dd429,196,9
5.125333333333334,Kecil,58bef3ad35aed45b92cf03510e6cf5ce,197,36
0.4,Kecil,532d7f19b8005e415f5b98a1cf4a8690,1,9
0.1583333333333333,Kecil,aedb7e30007f6051c5b3f97156b0848a,198,65
0.7583333333333333,Kecil,c752f2bc46ad4b389290cf5828a1db62,199,23
1.621333333333333,Kecil,7207700449f2433076d70a5b1c004eb4,200,109
1.041666666666667,Kecil,582dfc3697c5f834a5ddf28460ba9222,201,21
4.85,Kecil,54910b8287ecea5f93a008ebfa94a15c,202,110
1.2,Kecil,ecaae002060173ec59f5b168cbd55d70,203,111
0.6,Kecil,9e48435521202c8795e21ac42efcc761,204,10
0.7,Kecil,f46c384460008df0071849d01b39834f,205,52
1.8,Kecil,4fe53f6c123977ffa0dda91a2962c9e8,206,21
1.27,Kecil,7aeb83cae61b0e94e6426cba2598ad9e,207,112
0.45,Kecil,3fc23ad64a8ee1f1451c8c44932c5d22,208,41
0.312,Kecil,dccef777bc505f2eca720502c209988d,209,65
0.2,Kecil,b6be875acca0b4862cae6479c5d9e6fa,126,6
21.296,Besar,84e1b9c6ba2ed178bd217097b41f1251,210,113
1.8,Kecil,93c285dad77a797cf2193ead6afbe107,211,19
2.42,Kecil,1ba7948f3aa31cdaf78a4885f3c5385a,212,114
2.09,Kecil,6a61a5d77a8571a0646e8c0f75f572f4,213,115
0.605,Kecil,0e40b1ed4cfd3da1962ec91913e54ba8,214,116
7.583333333333333,Kecil,2de8789bf8abcd2f6c7866f9429b1986,215,117
1.333333333333333,Kecil,d394d30215872be4cda2c67c1ce5b981,74,13
7.791666666666667,Sedang,9181a16945ef449aa81212d5139945ec,216,118
1.833333333333333,Kecil,b166907a5770631b7deedd0891b1b7ab,217,11
0.476,Kecil,302a19dacdbb5ed2f74f9dee8126ef79,218,21
16.5,Besar,1fb2c1a0d7f863e0644077cb5d8f80df,145,93
1.165333333333333,Kecil,0a17941f41b99d2f070fab54b458a4a4,219,21
1.836,Kecil,98190f6a2c3253d07ca86525bb238162,220,119
1.056,Kecil,a18a23a783fb7576a8f0f6fbc2ae2b58,221,116
1.848,Kecil,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,222,120
0.4333333333333333,Kecil,71c808620fa8dafbe6cd6c638cc67567,223,6
3.0,Kecil,25cdef5b1428725aa16b8b9a6fbd72ca,224,51
0.39,Kecil,a1bf559ac1eab015ba992bd76d9d76c7,225,6
16.1,Besar,3b82733180834cc02658403163260204,226,121
0.152,Kecil,eca3036ef7ba11b3331c334b7053fe13,227,122
2.916,Kecil,6b75ce117b8fcc75289cb6cbe589de6c,228,123
0.55,Kecil,23ab7bb9eac81e85ec43ed71064cf7ce,11,77
1.452,Kecil,5cfe07a11fd4f35d3c5ca21cd60cee6e,229,94
0.586,Kecil,78119fbfa709d07b86f5ccf15043c6d6,230,124
1.152,Kecil,9138555a5066b7f16bf15e75c7db067c,231,125
3.7,Kecil,1ec5373950b7877c5de483a123223810,232,126
3.15,Kecil,34607082301052079a3bffcd12c5ecfb,233,127
9.54,Sedang,4ceab0364ce2bef8363b89f4719bbff7,234,128
1.14,Kecil,c9fe02894880831f6f28d5ac212d036f,235,129
1.3225,Kecil,3c883b9d3fd2d0ce448d4136349dc0a4,236,77
20.00833333333333,Besar,98d0e0ca6213edc063889593a2475e36,237,130
2.0,Kecil,f2c1df0fc307ec60e3321c708c1dcac3,238,37
0.25,Kecil,622d3b263cd40b06e1eeea144fb83f19,239,13
1.333333333333333,Kecil,15cd31f93b25e5a517f05b1af31d353f,74,9
0.8,Kecil,cd7701670288642f7be9437dec9034c1,240,9
0.2,Kecil,3519403062e217f433e0bbdc52e0b19f,241,6
1.333333333333333,Kecil,37dffde0476450e75dae423136954b0f,74,13
1.95,Kecil,d68bd4dedccc5545b1ff6629de8fb021,95,74
1.458333333333333,Kecil,e4c0d69bafff0157f574aae9a147a8c1,242,21
2.475,Kecil,b6b4ab44d1f3c2a645abbda76af2a993,243,45
0.4,Kecil,d19d6968c8fa843da04bf9c9d23c312f,244,9
1.848,Kecil,de984954e2e130136bcf8988bc973d90,245,2
0.4693333333333333,Kecil,c6336fa91fbd87c359e44f5dca5a90ed,246,65
0.7,Kecil,d10abea506594de1dd5ea21851f94062,247,52
0.45,Kecil,4bae12e58c9b828e1302a2cad437b80a,13,41
2.0,Kecil,aba0932cedf32b2a7b6b832f11769613,248,42
21.4,Sedang,f777c903946dd86fd00cd5b32ec3e907,74,131
0.8,Kecil,2e511b5741ab14e7f5294df6f1310b03,249,132
1.6,Kecil,74f250adf8f41738ca96718232a41499,250,21
13.6,Sedang,f16ced867a24a244afefb5b867f337df,251,133
2.604166666666667,Kecil,1ce0e963805e3c170485768e8b09fe65,37,14
1.56,Kecil,a530b23a71594d0d986a30359e207762,252,44
0.65,Kecil,d294bd539d8c70342149beb38b767afc,253,23
1.252333333333333,Kecil,fe9184887637170f6da65623475d6a66,254,10
3.0,Kecil,3da6f3c6c1ac8c36ff45b1a493a44e82,46,134
2.53,Kecil,8a4667ce8c036b0d54dd65a38298bfc0,255,47
17.4,Sedang,26d114f0b4f14f5e3b3db0e211019777,256,135
0.3,Kecil,ef22b718807d8b96162d9b021912f178,15,21
1.333333333333333,Kecil,599e5320aef0c7dd9e3fed9b2f673d41,74,52
0.952,Kecil,acfc0fd945c522a0d2266d45bcdd91c6,257,5
3.25,Kecil,2029248294c186017ecfc48cecd47bbd,258,136
1.5,Kecil,e8f22df5fa5b454907286aa61d6216a8,229,81
0.368,Kecil,4da06dee0a480b5d666886ea00b4d9b3,259,13
0.425,Kecil,39d5f0edfbb6ee4d1c524dd620c0bc7a,260,137
0.3466666666666667,Kecil,185013b2b9237c14bd26a394d9fda023,261,65
1.178666666666667,Kecil,3d1e658dd7dc71b44b125bdd18236fb3,262,53
0.5413333333333333,Kecil,5e459bd31247ee46fa95b09556600a6a,263,21
0.1045,Kecil,bb31a27a0b24236c8ce7e0c6264c51ec,54,43
1.008,Kecil,99a5e7a2c16478ff3f0ea9c20eb2820f,264,77
1.08,Kecil,8a2d3285de64b2117fbf83784acd09fc,265,13
3.466666666666667,Kecil,fdac82e439dafa5f87a9547581532380,266,2
20.825,Besar,b3f29e4bbae3c829f7c4231074c307ee,267,138
2.625,Kecil,115bc0865dc675638645e1ab5311e30c,99,37
1.85,Kecil,e71ba6dc5ef4b3bada7ee8d17304d31e,268,139
0.3,Kecil,062597771ee91356ea34084f28c03a4b,15,21
0.2,Kecil,8d51190d4e52d32e6abf3d0551501114,269,6
0.165,Kecil,10d43b23591dde746f32fe6a7beb5bfb,270,65
0.9,Kecil,b0cd550945da1de6eb9cb69595d540df,247,8
2.647333333333334,Kecil,e83ded7d97b96d338c4e72bb1ff7676c,271,117
1.45,Kecil,ce130b350f529a1d6288f927da7404ea,272,140
1.1,Kecil,c04b8195870068ff5c495f269a0bc993,273,11
0.3226666666666667,Kecil,454157d7294823cc44ad21d4fe31474a,69,6
12.6,Sedang,f0737b524fe6b57f2ad4f174ce23a62c,274,141
1.666666666666667,Kecil,bc4a074ab7a7ff14e98fa64671a79dc0,275,140
2.625,Kecil,6c3fc3c928cf7d57418923ffea326d9a,99,14
1.3,Kecil,dc582e9ac5036846acfeeb3093b17aa7,276,36
0.165,Kecil,e84fb20fe338824c220166d3cd562cbd,270,65
1.333333333333333,Kecil,3c2f792f1041177a81913a977431a99e,74,6
11.45,Sedang,bcad5b050c241af2fdc24c51556b297c,277,142
2.2,Kecil,0d8c64a12c0e49b2515674c031b965a1,74,98
14.003,Sedang,e5d860a0fff2e94bd1a406456cc6c4b3,278,143
0.2,Kecil,eca26be90d3b3454dd69a13a05bdb46e,15,6
0.3831666666666667,Kecil,c4344f6de69a96da8febce3f885171f0,279,65
4.5,Kecil,f092eaa771e3dca0bfeca32b5c9d5669,280,144
2.772,Kecil,debefa981200019b8c4a45d0176125a6,281,98
30.0,Besar,d0877f0094337c414d23f5a3c7bad20c,282,145
1.4,Kecil,4ed86bcb86407328452ac1c5b3b89d67,283,16
2.55,Kecil,e117ca2a90cfd40b93450b0b60f834e4,284,19
1.411666666666667,Kecil,4c303e0fd131aa3fe487c108b5aa8c06,41,36
0.264,Kecil,63f7cd79973145c9e6bb11c5fd03e82e,149,65
5.32,Kecil,a2bd2eae20998a24c22b110334928b02,285,52
11.0,Sedang,55103cbbe0851d3a303a022cc4140628,286,146
0.264,Kecil,f97d74310019b255120e4316f4515d74,149,6
0.768,Kecil,3d649f0e12c7b5f9ec7e00f538cc13f3,127,21
0.4025,Kecil,9a5a361f3cd6c280f6bf4ffb6207c51e,63,6
1.633333333333333,Kecil,c354569eefd558bf201d0aedf35608ed,287,52
0.5893333333333334,Kecil,7f383ce1a13d3d90e3d6074557ee8deb,288,6
7.8,Sedang,f2a1b32f85cad59ff2a8444154ac25f0,289,147
0.55,Kecil,5027a29c73fb3aa5e93eae6867c9a2e7,90,77
0.2,Kecil,457c5f8a59156ce6315753d8d788a16a,15,6
1.0,Kecil,3eb0cd17f2bfe15716e113962806a5de,290,2
1.144,Kecil,76df076d70248fa44de6ed8c31a1a9b5,291,2
1.5,Kecil,7683fe3e73bd7af6d0f6a6ed497cb04a,292,140
6.6,Sedang,e63e00cfcd91a5b34c13e2134671e842,293,108
8.4375,Sedang,a77e6c93242ae050800cb3e5b98c2fcd,294,148
1.8,Kecil,a1e9b0d76a76ff474f4a4374fcfb8c42,295,19
0.9,Kecil,1dfb36d969d347f56f43590ec42c7b8c,296,8
1.143166666666667,Kecil,ae728f68e1fe806253238e93f2bfc324,297,149
0.294,Kecil,a1d17216996bf0cbba886f91bfd31c77,298,150
0.5,Kecil,22776ebd2bfdf5f55499fd324862a673,299,16
0.6,Kecil,6b5af19067eeadc0f331687a79ca656b,104,10
4.75,Kecil,c72a1a8c3bbe15206d1880cedc7bd791,300,151
0.72,Kecil,f14aa2ba817ef24ccf7f99c0ccfab59a,301,29
0.0586666666666666,Kecil,f2d80346f1dd6986e9e6611db7b708aa,15,152
0.6453333333333333,Kecil,1f64ec386a6be322e71596931f5d2377,302,6
0.936,Kecil,b97114b2893e68400ae867459b491bcd,303,115
0.224,Kecil,ef6aa884e3493fd38cc8ee47d8d79d10,304,65
1.1,Kecil,769cc5a32d4e6c7710013f35a73d45e9,305,11
2.25,Kecil,e24f73b7631ee3fbb2ab700a9acaa258,306,153
3.57,Kecil,0417855683de23ba1e20e8a358a5ac7c,307,154
1.6,Kecil,11dc4053871ff53ff79fb1fc7e6b160f,308,155
2.5,Kecil,8729e9bc4b7f0422448d80ed35ae329d,309,156
0.875,Kecil,eced39e6c33db4b865ea46d12dde67d8,310,23
4.046,Kecil,bad5bc36e62c12c840045474c6dbe021,311,8
0.1045,Kecil,afce90df29b9a0c1bfe5e1033f1197b1,54,18
0.6,Kecil,06efa56b8557e1efcb2c107f55d1a8dd,312,10
0.525,Kecil,fa9cf28beaafe4f4bec59550f6c76481,313,9
0.553,Kecil,0bb7cb61f1957f79dac582ab66ccdc1f,3,157
1.2,Kecil,ad19bca6e0f1919433d7e21d534ddb50,314,8
2.604166666666667,Kecil,334995514673fb6bae67885458b52984,37,13
15.69866666666667,Besar,95578be74a242e7a0eae084908bbb5f8,145,158
1.1,Kecil,288d91794eb2b14fed9ed5e469cb87c3,11,11
2.05,Kecil,f72379337062680ca5a2b7b0275913d8,315,31
1.3915,Kecil,24f9f99148480cd31288ed4e7d962e15,46,37
