Shipping_Cost,ID_Product,ID_Shape
10000,3a6a0247ced9dcb444b46caafdcdd368,74
10000,adf591c625cb265c12bc6749d3a2f757,89
10000,3e0f398b664b26e3224c79dbf435191f,90
10000,64c8f1a52b407d92518a1f8b79240a70,91
10000,af16005fca813272caf59c432153949e,92
10000,e6a1ff3552ba3305c1cf0a4dde50347f,93
10000,d8a405c732027a2af3187b031890933d,94
10000,ce94e3c41145e28428cdae952a1fd7f2,95
10000,3f0f8de616df6efb39a48f3c64eea974,96
10000,6ddc95e87149457c4c5177b0a474a9ba,97
10000,a2e2851eae0aebb8ee4df32348b42e2b,90
10000,723f62c36c298037716bf60c0ad0df3a,15
40000,b2b3503e675abbc07e278151da072ed2,98
10000,c18c01e09509a509e2b88d3ed40c580e,99
10000,e7cad5e8ed9b92e788262ad710c33bd0,61
10000,c33d78b97260227119fb2b71be168fca,100
10000,e8fd6f481db77b847e7ab93fa1510e7e,101
10000,67bea89008edcb996cfe4e3d062b62a8,102
10000,e8e86cbab028363545a5bf0ca5e226ee,103
10000,c12b64bf0861a27e0f06c36ef82f457d,104
10000,6f0169f259bb0ff432bfff7d829b9946,105
10000,b6f3b8136ba8302906df7e11ff908751,106
10000,2be2be0a6a5916840503fdf50808ebcb,107
10000,8efa775719397f78f79c8e5c7b0afbd4,108
10000,9e87e3ee09baee5f5c0513ff37bc60ab,109
10000,a0abcee0132a5aed003d98e459b37698,110
10000,7f6308ba4057a6a740af7b4dcfb79c13,111
10000,1eb4a9aee05c9cad041e09add2a26d68,112
10000,8da90b37f0fb171b4877c124f965b1f6,113
20000,712a72a78ffb66cb6eee87eebbf54519,114
10000,c5fb7fbe39f4e09e048ffbc5b28db49a,62
10000,f17b05cc8a7651896df8c30884200e9a,115
10000,55ec10b39713ee81ee2c5bcb558cf866,15
10000,c190c4fe582c5b7ffff586506de83f01,116
10000,f908df99196805b5bc4ada9ef510b11b,64
10000,ac5bae85a895724330c4acddd581b02b,117
20000,cbaff83e2c00a2b731d27276bbf52082,118
10000,ad67f74682943e3857eebf3ca2538d1a,119
10000,1e12f1836c1f08b25ef78fcdf76fbf08,120
10000,acd427ee119d5c71c7a85ae488cb0a6a,15
40000,60cf4effb6947283fa638d570bd07318,121
10000,51fed4afb1b41d00ad9d25a73b7fbbc7,122
10000,bb09cce52b336261572a5a7e25a33795,123
10000,65a6462e42e05ab3b8dc613566736825,124
20000,f2396540fbfac27b5117f0dbd6744b50,125
10000,70d1bd3a042448105a71d0b41ecbc96b,126
10000,0075c14603d80515e20908c156ceb47b,127
10000,5a42f73d92034010a4e00360fb0df099,128
10000,bcd58b852a3b0152b6b384c4e4474ba2,129
10000,2bfb0bdbcea77da2879f0ef3be9a219e,130
10000,87fb220044e9aca16fbec51c6c997aa0,131
10000,484bf1dff778a416389aafd0dee1cb11,132
10000,3cef8174403f4fdedbf24fa67fa9f132,133
10000,003938452c98ff9ab28e9e7b4bfe97ab,134
40000,8d6cb00151d423c52855385c89f0bae8,135
10000,5877301b00f95e3c6118738b293dfab3,136
10000,e0bbe6292471ff5ab3752414baf78111,69
10000,dd768d259ee6054e0dadd66c8e2be0b6,11
10000,fc2edee55f4118969f4dc49f7a717605,137
10000,b521fddf2c8a7e7d1791bfb3c1b2f278,74
10000,db7e6804f1a8206a7e51c9a741a09d9e,138
10000,50556c630443502c11acde1c320fe278,139
20000,88d2c501ec765f5d7e8038fa6aab0e62,140
10000,722fb67c17907e21734449c091420bf5,141
10000,43b6d9e46e1e6b8ac743a1c31e462937,142
20000,1ffe365aa7583189e63f2fa4f060b269,143
10000,3014e35fd70fce29095ced5cdc89f4ce,144
20000,e869d449cc32881790ef9af9b4c670f8,145
10000,a1b3a75aaaee5c9a683f2266c088f720,69
10000,7fdbc1ecf5fdf5c98d9b14e110133eb3,146
10000,15b3d40f375c0645c1eed4ed1cd8e17a,69
10000,1cf39a397efa955b102a52ee7ec5531c,147
10000,f9471562478eba8761bc985b968a0092,148
10000,e96bac5656eaec25f3d76757fa16d9d3,105
10000,16b06ede456b922e56fbb4b3818aa875,149
10000,c7147724cd430269c6296fc758c0a086,117
10000,dbb399a8be7395d5b136d49fcdce13df,150
10000,ed46d1fbd7bf78ce79910c09fb892abb,151
10000,d458378a178cd7cae60052319cebf235,152
10000,596363933adf57df745ecbc8afeec226,153
10000,4473f3e5c65952b074ef987fa5c24662,154
10000,8c9faf6aabee9b2a30b83f92d786f6de,155
10000,8e71b24c3e25a92fef6176120a67fac7,156
10000,828fe032935d7c1901682e5b6cc076c2,74
20000,19502a282608c5627fb32e22724727fc,157
10000,df473738565b52f77b4e22b328b41576,15
10000,657491063e8a63247a108a4d9cedf020,158
10000,a388f2043ca885de714453e4fac616e2,126
10000,4c6018f41a6c2e5543cc034e94f5ce5b,159
10000,a85543a371d5cfafedb80a8177a692b5,160
10000,6b017e0d95d8765a6f2bed3bc272c61e,161
10000,6d14f72afff32795290f2df6507f063c,162
10000,75b433ca888fe027b18dfac89a284667,163
10000,9aa70106d14b83c7ad033592870b2b30,164
10000,42fe4aefc7e8a45dd96a59af81dd3fef,74
10000,a04cf12934a318be6550b1aeab938bf2,165
10000,224703229a7c966a5b191651e1561be2,74
10000,43724b27731595d954e911f443fb1cc4,15
10000,b29ca3d3127057c43ef4b364bbe360ea,166
10000,5e21d5cab5d33e770d8150a4ee6117db,15
10000,55610b8b7d48294e69fc23f513dfbe98,105
10000,68bfdbfe84f03af17733b10362f10020,167
10000,a5bc1334f1762ce0a844f3f694dc08e1,11
40000,701ff123e9085dcc9c2f833efded6374,168
10000,73b499a2f5002c0a2158a478cc5a096c,169
10000,42f14eda412436b96cde4f4025ed5f25,15
10000,47969dd948e918289f809be899ddfb4c,170
10000,446295cf6f689d4db477145815362608,171
10000,280c05c66173c2b377f3e449e33abc6d,172
10000,4a96de21ccfb22ebe1c56992acbbd7fc,173
10000,c45a1de8cdb00af9ba1f3c097561b77a,174
10000,1b37262ebd1307a6c9aab9aca8584e76,175
10000,04869307f7e7dc5b07f1d83406ade1e5,176
20000,8bb6ace4cf2411747ea1cfecad5a458d,177
10000,21db47f6493b06e8e7fc562ec9890e77,178
10000,f4d705aa95ccca448e5b0deb6e5290ba,179
10000,bbaef2eadf31fe3ea6702077398be06c,180
10000,3fc3d637781e5d185455013606a6e2cd,181
10000,21d325f98c6505a72b1bcf363f3d3f88,182
10000,f6691c7e7a0c12d28003c97608dfe605,183
10000,c615805546392ec3b8a20c6590c4d400,184
40000,6e9c52b407fea24064f7ab2b144fbf8c,185
10000,e07f6e9343cad06f34d0a7a09eeac4d7,186
10000,80fc21f90a43fdcfc623f11f5457db10,95
20000,9cafef108028ea326352e901a8b729a7,187
10000,dd783a33bc94bef9c728611320d559e7,188
10000,ec019a7e1feb42072e2a07b6317c7edb,189
20000,20424e1f503b9ceeeee60b717b11ec36,190
10000,795ed173180b101b114960e572d2181f,191
10000,40a75445dcf4958b8c9b3dac6898094b,192
10000,fff0a542c3c62682f23305214eaeaa24,193
20000,21419fbb5e6e21591c1dc83cb75aec07,68
10000,d801448d8cf48fd15a66dc8779d47241,194
10000,d1fbb5683c8e93f314d0f2bf40d07761,195
10000,4e7f36f28c51e114a343625b628dd429,196
20000,58bef3ad35aed45b92cf03510e6cf5ce,197
10000,532d7f19b8005e415f5b98a1cf4a8690,1
10000,aedb7e30007f6051c5b3f97156b0848a,198
10000,c752f2bc46ad4b389290cf5828a1db62,199
10000,7207700449f2433076d70a5b1c004eb4,200
10000,582dfc3697c5f834a5ddf28460ba9222,201
10000,54910b8287ecea5f93a008ebfa94a15c,202
10000,ecaae002060173ec59f5b168cbd55d70,203
10000,9e48435521202c8795e21ac42efcc761,204
10000,f46c384460008df0071849d01b39834f,205
10000,4fe53f6c123977ffa0dda91a2962c9e8,206
10000,7aeb83cae61b0e94e6426cba2598ad9e,207
10000,3fc23ad64a8ee1f1451c8c44932c5d22,208
10000,dccef777bc505f2eca720502c209988d,209
10000,b6be875acca0b4862cae6479c5d9e6fa,126
40000,84e1b9c6ba2ed178bd217097b41f1251,210
10000,93c285dad77a797cf2193ead6afbe107,211
10000,1ba7948f3aa31cdaf78a4885f3c5385a,212
10000,6a61a5d77a8571a0646e8c0f75f572f4,213
10000,0e40b1ed4cfd3da1962ec91913e54ba8,214
20000,2de8789bf8abcd2f6c7866f9429b1986,215
10000,d394d30215872be4cda2c67c1ce5b981,74
20000,9181a16945ef449aa81212d5139945ec,216
10000,b166907a5770631b7deedd0891b1b7ab,217
10000,302a19dacdbb5ed2f74f9dee8126ef79,218
20000,1fb2c1a0d7f863e0644077cb5d8f80df,145
10000,0a17941f41b99d2f070fab54b458a4a4,219
10000,98190f6a2c3253d07ca86525bb238162,220
10000,a18a23a783fb7576a8f0f6fbc2ae2b58,221
10000,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,222
10000,71c808620fa8dafbe6cd6c638cc67567,223
10000,25cdef5b1428725aa16b8b9a6fbd72ca,224
10000,a1bf559ac1eab015ba992bd76d9d76c7,225
20000,3b82733180834cc02658403163260204,226
10000,eca3036ef7ba11b3331c334b7053fe13,227
10000,6b75ce117b8fcc75289cb6cbe589de6c,228
10000,23ab7bb9eac81e85ec43ed71064cf7ce,11
10000,5cfe07a11fd4f35d3c5ca21cd60cee6e,229
10000,78119fbfa709d07b86f5ccf15043c6d6,230
10000,9138555a5066b7f16bf15e75c7db067c,231
10000,1ec5373950b7877c5de483a123223810,232
10000,34607082301052079a3bffcd12c5ecfb,233
20000,4ceab0364ce2bef8363b89f4719bbff7,234
10000,c9fe02894880831f6f28d5ac212d036f,235
10000,3c883b9d3fd2d0ce448d4136349dc0a4,236
40000,98d0e0ca6213edc063889593a2475e36,237
10000,f2c1df0fc307ec60e3321c708c1dcac3,238
10000,622d3b263cd40b06e1eeea144fb83f19,239
10000,15cd31f93b25e5a517f05b1af31d353f,74
10000,cd7701670288642f7be9437dec9034c1,240
10000,3519403062e217f433e0bbdc52e0b19f,241
10000,37dffde0476450e75dae423136954b0f,74
10000,d68bd4dedccc5545b1ff6629de8fb021,95
10000,e4c0d69bafff0157f574aae9a147a8c1,242
10000,b6b4ab44d1f3c2a645abbda76af2a993,243
10000,d19d6968c8fa843da04bf9c9d23c312f,244
10000,de984954e2e130136bcf8988bc973d90,245
10000,c6336fa91fbd87c359e44f5dca5a90ed,246
10000,d10abea506594de1dd5ea21851f94062,247
10000,4bae12e58c9b828e1302a2cad437b80a,13
10000,aba0932cedf32b2a7b6b832f11769613,248
10000,f777c903946dd86fd00cd5b32ec3e907,74
10000,2e511b5741ab14e7f5294df6f1310b03,249
10000,74f250adf8f41738ca96718232a41499,250
20000,f16ced867a24a244afefb5b867f337df,251
10000,1ce0e963805e3c170485768e8b09fe65,37
10000,a530b23a71594d0d986a30359e207762,252
10000,d294bd539d8c70342149beb38b767afc,253
10000,fe9184887637170f6da65623475d6a66,254
10000,3da6f3c6c1ac8c36ff45b1a493a44e82,46
10000,8a4667ce8c036b0d54dd65a38298bfc0,255
20000,26d114f0b4f14f5e3b3db0e211019777,256
10000,ef22b718807d8b96162d9b021912f178,15
10000,599e5320aef0c7dd9e3fed9b2f673d41,74
10000,acfc0fd945c522a0d2266d45bcdd91c6,257
10000,2029248294c186017ecfc48cecd47bbd,258
10000,e8f22df5fa5b454907286aa61d6216a8,229
10000,4da06dee0a480b5d666886ea00b4d9b3,259
10000,39d5f0edfbb6ee4d1c524dd620c0bc7a,260
10000,185013b2b9237c14bd26a394d9fda023,261
10000,3d1e658dd7dc71b44b125bdd18236fb3,262
10000,5e459bd31247ee46fa95b09556600a6a,263
10000,bb31a27a0b24236c8ce7e0c6264c51ec,54
10000,99a5e7a2c16478ff3f0ea9c20eb2820f,264
10000,8a2d3285de64b2117fbf83784acd09fc,265
10000,fdac82e439dafa5f87a9547581532380,266
40000,b3f29e4bbae3c829f7c4231074c307ee,267
10000,115bc0865dc675638645e1ab5311e30c,99
10000,e71ba6dc5ef4b3bada7ee8d17304d31e,268
10000,062597771ee91356ea34084f28c03a4b,15
10000,8d51190d4e52d32e6abf3d0551501114,269
10000,10d43b23591dde746f32fe6a7beb5bfb,270
10000,b0cd550945da1de6eb9cb69595d540df,247
10000,e83ded7d97b96d338c4e72bb1ff7676c,271
10000,ce130b350f529a1d6288f927da7404ea,272
10000,c04b8195870068ff5c495f269a0bc993,273
10000,454157d7294823cc44ad21d4fe31474a,69
10000,f0737b524fe6b57f2ad4f174ce23a62c,274
10000,bc4a074ab7a7ff14e98fa64671a79dc0,275
10000,6c3fc3c928cf7d57418923ffea326d9a,99
10000,dc582e9ac5036846acfeeb3093b17aa7,276
10000,e84fb20fe338824c220166d3cd562cbd,270
10000,3c2f792f1041177a81913a977431a99e,74
20000,bcad5b050c241af2fdc24c51556b297c,277
10000,0d8c64a12c0e49b2515674c031b965a1,74
20000,e5d860a0fff2e94bd1a406456cc6c4b3,278
10000,eca26be90d3b3454dd69a13a05bdb46e,15
10000,c4344f6de69a96da8febce3f885171f0,279
10000,f092eaa771e3dca0bfeca32b5c9d5669,280
10000,debefa981200019b8c4a45d0176125a6,281
20000,d0877f0094337c414d23f5a3c7bad20c,282
10000,4ed86bcb86407328452ac1c5b3b89d67,283
10000,e117ca2a90cfd40b93450b0b60f834e4,284
10000,4c303e0fd131aa3fe487c108b5aa8c06,41
10000,63f7cd79973145c9e6bb11c5fd03e82e,149
20000,a2bd2eae20998a24c22b110334928b02,285
20000,55103cbbe0851d3a303a022cc4140628,286
10000,f97d74310019b255120e4316f4515d74,149
10000,3d649f0e12c7b5f9ec7e00f538cc13f3,127
10000,9a5a361f3cd6c280f6bf4ffb6207c51e,63
10000,c354569eefd558bf201d0aedf35608ed,287
10000,7f383ce1a13d3d90e3d6074557ee8deb,288
20000,f2a1b32f85cad59ff2a8444154ac25f0,289
10000,5027a29c73fb3aa5e93eae6867c9a2e7,90
10000,457c5f8a59156ce6315753d8d788a16a,15
10000,3eb0cd17f2bfe15716e113962806a5de,290
10000,76df076d70248fa44de6ed8c31a1a9b5,291
10000,7683fe3e73bd7af6d0f6a6ed497cb04a,292
20000,e63e00cfcd91a5b34c13e2134671e842,293
20000,a77e6c93242ae050800cb3e5b98c2fcd,294
10000,a1e9b0d76a76ff474f4a4374fcfb8c42,295
10000,1dfb36d969d347f56f43590ec42c7b8c,296
10000,ae728f68e1fe806253238e93f2bfc324,297
10000,a1d17216996bf0cbba886f91bfd31c77,298
10000,22776ebd2bfdf5f55499fd324862a673,299
10000,6b5af19067eeadc0f331687a79ca656b,104
10000,c72a1a8c3bbe15206d1880cedc7bd791,300
10000,f14aa2ba817ef24ccf7f99c0ccfab59a,301
10000,f2d80346f1dd6986e9e6611db7b708aa,15
10000,1f64ec386a6be322e71596931f5d2377,302
10000,b97114b2893e68400ae867459b491bcd,303
10000,ef6aa884e3493fd38cc8ee47d8d79d10,304
10000,769cc5a32d4e6c7710013f35a73d45e9,305
10000,e24f73b7631ee3fbb2ab700a9acaa258,306
10000,0417855683de23ba1e20e8a358a5ac7c,307
10000,11dc4053871ff53ff79fb1fc7e6b160f,308
10000,8729e9bc4b7f0422448d80ed35ae329d,309
10000,eced39e6c33db4b865ea46d12dde67d8,310
10000,bad5bc36e62c12c840045474c6dbe021,311
10000,afce90df29b9a0c1bfe5e1033f1197b1,54
10000,06efa56b8557e1efcb2c107f55d1a8dd,312
10000,fa9cf28beaafe4f4bec59550f6c76481,313
10000,0bb7cb61f1957f79dac582ab66ccdc1f,3
10000,ad19bca6e0f1919433d7e21d534ddb50,314
10000,334995514673fb6bae67885458b52984,37
20000,95578be74a242e7a0eae084908bbb5f8,145
10000,288d91794eb2b14fed9ed5e469cb87c3,11
10000,f72379337062680ca5a2b7b0275913d8,315
10000,24f9f99148480cd31288ed4e7d962e15,46
10000,4c505e52bedf9651c08793647c925e65,11
10000,77c0d362526797bf132aaf564b1e436d,316
10000,c23381297fa734ea441a15d723199fb5,74
10000,8b6a57fbcf171e0a44f97af7af858939,207
10000,78bd107dbc2f94f453c1bac8d2b4ede1,317
10000,ef76ea9ee88ad60b9680c7635f2baaa8,318
20000,c8a0fe4fb537a7864e6aca0477a6da9c,319
10000,6bb81626d06fafb4d7eab61ac9ed70c6,320
10000,9339df4b551cc289617ed742b9af7925,269
10000,09c3d39641970009c198caed304ccfc4,321
10000,7130a7cfbe3bb2f11f6524e0cec6eafe,247
10000,76fffd0056ad48fbddac939c05e05cff,139
10000,e05646078b508ff048d63d3af7775ca1,322
10000,15571dce56ff7d152dab99a0bc8354d5,323
10000,c571bd52d56c393e52b38a593da5950f,11
10000,2efbce46d36d9af306d4300db163b276,324
10000,a453b4ccccf554efba31d5ada5a59a60,154
20000,0d79e2972015716ede4fabeb5b60f8c6,325
10000,2068e3435a38f6a3cc95ba89a96378ab,326
10000,28e410092e56a080e14595c053d0bbe8,247
10000,c5c66926b3f964b8cf9e7dfb1150d13e,327
10000,3488d2ce36e718097c1509444289ef7f,328
20000,a0ff95d002b9e836b60b47e97a200f93,329
10000,068ceaa8a3d9d385cbf53d5335f89f80,330
10000,a7b42937ab954b0e03bcf6cc35209940,11
20000,fea2f92877b647dc07ea8e3f4aa2cf3f,331
20000,b52e7c92200ed9874e77bc09b5ed4d40,332
10000,a8bb7885faf316d9a5062d42d2b2fba4,333
10000,63f52009dc3ddb733394e80183aed0f0,334
10000,2de11f4242720888f88ebe396a8332f7,335
10000,62224b433a431310bf27129938ad9f64,336
10000,b2083bcfc8768380dd0e31d612e96d08,11
10000,93719014f156d3fa9e0511cd0ab96315,337
10000,f86faff2fff9d021e363dc81bfd16930,201
10000,5563f6b699b362e1bd6a2e1e650f52bd,338
10000,7e437c1d65a7baab7e7ca6c9f4e98b84,339
10000,012dd0e1c1f14325ee35f06748329355,340
10000,b72e63f4630dcaded1689b28efa4c583,341
10000,e791e580a2421e4471aebb0629c705c1,342
10000,aeeb6146e21d11416d01b0e03c2de06e,343
10000,e91f30f35875789d4b7d14610aa88c15,11
10000,ff7ac89ca5b77d0fb5f8a65262d73956,344
10000,1684f99c7e0e67403e52a7783366870f,345
10000,7715f7da32957a84ad267799121a90e2,69
10000,ac1290e4432c1f2662b71ac47da47691,54
10000,b23cfa104a0f297458ecebea590a33d5,54
20000,5b488b474a4f2519b7826390b1873a58,346
10000,ce8a29973a1fed3f8d22ea5514d9ea07,74
10000,4c7d111494b1116a2bec5e2d940e3439,347
20000,4803f125e17a7b5fc363202349fbf14f,348
10000,7db409a594f815ca2267b5383d139ee7,349
10000,8fec581a22f1e87d7e0f0a0da4626a82,350
10000,2ac6c3f94b62b0d60ac5b907bdb42cd4,139
10000,ad0e74d7a7848008daa87492dff8db9f,264
10000,65ded196f8f1dbea9916be9b6fcfa0b7,351
10000,a4944a8b60acfe399f15f45892bc5639,352
10000,a314a62cff3e5725f545fa263aed7a7b,353
10000,f159439c5c382fae366d444e05c590c1,354
10000,083178fd17a5d863811733e46fc529ef,37
10000,8eed5d27f5b8c6248731efb4782f6141,15
10000,39fab2af0c4e38ee29c6b8e05c81f93a,355
10000,70c325280f670aee445babb3400cf804,178
10000,f3dadecca4b876a315481c79b8adcf16,356
10000,e3ace35fe59021565fa9989acfdf8f3a,357
20000,f9f899bf492ac59cf645a6c93eb91e05,358
10000,590d6cb76092faa04d717fe406c66f88,359
10000,f0e14d7b2230a53543506024021cc3ef,46
10000,c01cc7b6054e22d68972a35df1e0c249,360
10000,2ca9132c1c90ff5060c3ff9047904e5a,361
10000,2043cae78c8b731c405c7329a05154b2,280
10000,89904bec271974d069685a6568091c8a,362
10000,3bcf64d8d26d6e06bd568d27fe31d8e8,363
10000,47de5f36ace720b578ca1b30d0b45b8d,364
10000,97250c682244b5b6618aec504ceb9656,365
10000,df1ff6c9a263464ba1ea7cd3de5e8633,366
10000,603751cec205d947f27ef1ab32b7fb26,74
10000,17da5d80ea0eeabd565083183027d588,74
20000,b5d214651360e2d58e13b48ae69c6199,367
20000,a2f4e28e50f60566eeb99f842ffc0fd9,368
10000,9d0a2db5144d569d5ce5375bb0f4de36,369
10000,41ae9f1ae64408cbe2b980a3227f04b3,370
10000,8f9dc141063eb39ea09a9df984895c50,371
10000,05d7deab2f99410d5fa21a75deaa1fad,372
10000,84a77e7e0bd4806ffd493e8a8c37737d,373
20000,1fd78e3ef5fc49eddd84e82c035b682c,374
10000,955821b9200f75f399d091f381821044,375
10000,32e12dbd1df2c2b6831ba26dc8325d1f,224
10000,48aaba1523759485364bcd94f4d4c4f5,376
10000,dd2ca29c9d0f93d3b1d28d7d7ee3025c,377
10000,cc95f2435cc780a6992154d6a29ff226,378
20000,1c36a5285f7f3b1ed2637d7c528ce5ff,379
10000,d899300bb0834fde956e80ce7ca0c958,380
10000,9f22d89800e8f59f79d50aa9d732f5e2,381
10000,7486c1fa8968fae4af4c32882f72dbe6,342
10000,80a96c144008b8446632f872d3b1a3ed,382
10000,46a44fef61c4835cb2cc8f39f0ce0752,383
10000,d2fac83bdc41acb845baf953df64155a,40
10000,dbb00dd9b017066946537423958bd4ea,384
10000,b2cadfc2d6da74fba3a372470641ba61,385
10000,bb8248b78690e295b4978f78009e4b94,386
10000,3931aaf38ba4cc928100541ff51b82ff,387
20000,8cf7e354e6d9f04a09f4d59bc77dcc8e,388
10000,1a986b4015f20a3c26d8573a46dcf65e,389
10000,2ae501b303a5a8e6f75c8c36f366b2d5,390
10000,f28fd17099749b33b6e5081515b2e797,340
10000,4732ecf5e4abee8f7ff4d1b8df0f7af5,391
10000,fe849745fcdc6e1d6864539a2b13197f,392
10000,7193329f650facb78de86a2e0b771e2f,393
10000,28f71b48a5f99f0bcf4642ae10352557,394
10000,afa6d9a2f3ba0d5b06ccd5eb4bd2e29a,395
10000,12827caf723c4ff8030d64dcffe3cdab,396
40000,53f92b0474f91fcb5bd188c6a8075c38,397
10000,52a646aa308987e28c375b41081de428,398
10000,5d2754abdc85429bc7a4c37d52fbea43,15
10000,4723ab93377036eb7e0c15dfca8c8ce6,399
10000,29608c81e9f1be14503667ecd1d35c63,400
10000,e19c8e70d39de9646d64163a66051797,401
10000,0c03a930e654a5f1ea08f95a5c67d076,402
10000,ba17dd83b93da33a4483ba301644f40a,15
10000,1dce3fd38c13a3e74fe5000f33858442,403
10000,4e80e5fbd1f7a5e67501d0e1573abf98,380
10000,75747bce1abad71ec9edfb9ca6dd509c,404
10000,2b1e141d70cf9e03eae19784eb427c24,405
10000,d806210810eb8942d0ea5b17967bb1c4,406
10000,6a23ae3187f1dac41b7210a8c7739d6b,407
10000,bcb8826a092a057aedd93bb71d67c24d,408
10000,f102842fbe436027eeeb7fc76d3063aa,74
10000,05d26098907b7bd26c0f92feefd10eae,128
10000,4d777d8c652076edf63299034cc4c599,409
10000,265928225c1358e74bf8668ff65096f3,410
10000,860dd3635c61aba2d7ddea90b7d471b2,411
